关卡,关卡序号,配置序号,单位名称,单位原生ID,单位等级,标签,装备槽,装备中文名,装备原生ID,配置路径
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,1,奥术鞋,item_arcane_boots,levels/ch19/enemies/5/items/1
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,2,魂之灵瓮,item_spirit_vessel,levels/ch19/enemies/5/items/2
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,3,原力法杖,item_force_staff,levels/ch19/enemies/5/items/3
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,4,微光披风,item_glimmer_cape,levels/ch19/enemies/5/items/4
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch19/enemies/5/items/5
ch19,19,5,剧毒术士,npc_dota_hero_venomancer,23,hero,6,希瓦的守护,item_shivas_guard,levels/ch19/enemies/5/items/6
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,1,白银之锋,item_silver_edge,levels/ch20/enemies/1/items/1
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,2,阿哈利姆神杖,item_ultimate_scepter,levels/ch20/enemies/1/items/2
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,3,黑皇杖,item_black_king_bar,levels/ch20/enemies/1/items/3
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,4,玲珑心,item_octarine_core,levels/ch20/enemies/1/items/4
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,5,银月之晶,item_moon_shard,levels/ch20/enemies/1/items/5
ch20,20,1,裂魂人,npc_dota_hero_spirit_breaker,24,boss,6,银月之晶,item_moon_shard,levels/ch20/enemies/1/items/6
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,1,盛势闪光,item_overwhelming_blink,levels/ch22/enemies/1/items/1
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,2,辉耀,item_radiance,levels/ch22/enemies/1/items/2
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,3,幻影斧,item_manta,levels/ch22/enemies/1/items/3
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,4,深渊之刃,item_abyssal_blade,levels/ch22/enemies/1/items/4
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,5,强袭胸甲,item_assault,levels/ch22/enemies/1/items/5
ch22,22,1,亚巴顿,npc_dota_hero_abaddon,26,hero,6,鱼叉,item_harpoon,levels/ch22/enemies/1/items/6
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,1,迅疾闪光,item_swift_blink,levels/ch22/enemies/2/items/1
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,2,雷神之锤,item_mjollnir,levels/ch22/enemies/2/items/2
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,3,飓风长戟,item_hurricane_pike,levels/ch22/enemies/2/items/3
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,4,黑皇杖,item_black_king_bar,levels/ch22/enemies/2/items/4
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,5,代达罗斯之殇,item_greater_crit,levels/ch22/enemies/2/items/5
ch22,22,2,狙击手,npc_dota_hero_sniper,26,hero,6,撒旦之邪力,item_satanic,levels/ch22/enemies/2/items/6
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,1,迅疾闪光,item_swift_blink,levels/ch22/enemies/3/items/1
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,2,黯灭,item_desolator,levels/ch22/enemies/3/items/2
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,3,飓风长戟,item_hurricane_pike,levels/ch22/enemies/3/items/3
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,4,黑皇杖,item_black_king_bar,levels/ch22/enemies/3/items/4
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,5,代达罗斯之殇,item_greater_crit,levels/ch22/enemies/3/items/5
ch22,22,3,克林克兹,npc_dota_hero_clinkz,26,hero,6,阿哈利姆神杖,item_ultimate_scepter,levels/ch22/enemies/3/items/6
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,1,迅疾闪光,item_swift_blink,levels/ch22/enemies/4/items/1
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,2,黯灭,item_desolator,levels/ch22/enemies/4/items/2
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,3,深渊之刃,item_abyssal_blade,levels/ch22/enemies/4/items/3
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,4,黑皇杖,item_black_king_bar,levels/ch22/enemies/4/items/4
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,5,撒旦之邪力,item_satanic,levels/ch22/enemies/4/items/5
ch22,22,4,幻影刺客,npc_dota_hero_phantom_assassin,26,hero,6,否决坠饰,item_nullifier,levels/ch22/enemies/4/items/6
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,1,宽容之靴,item_boots_of_bearing,levels/ch22/enemies/5/items/1
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,2,秘奥闪光,item_arcane_blink,levels/ch22/enemies/5/items/2
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,3,玲珑心,item_octarine_core,levels/ch22/enemies/5/items/3
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,4,微光披风,item_glimmer_cape,levels/ch22/enemies/5/items/4
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch22/enemies/5/items/5
ch22,22,5,天涯墨客,npc_dota_hero_grimstroke,26,hero,6,邪恶镰刀,item_sheepstick,levels/ch22/enemies/5/items/6
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,1,宽容之靴,item_boots_of_bearing,levels/ch22/enemies/6/items/1
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,2,秘奥闪光,item_arcane_blink,levels/ch22/enemies/6/items/2
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,3,玲珑心,item_octarine_core,levels/ch22/enemies/6/items/3
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,4,微光披风,item_glimmer_cape,levels/ch22/enemies/6/items/4
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch22/enemies/6/items/5
ch22,22,6,暗影恶魔,npc_dota_hero_shadow_demon,26,hero,6,永恒之盘,item_aeon_disk,levels/ch22/enemies/6/items/6
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,1,卫士胫甲,item_guardian_greaves,levels/ch23/enemies/1/items/1
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,2,清莲宝珠,item_lotus_orb,levels/ch23/enemies/1/items/2
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,3,洞察烟斗,item_pipe,levels/ch23/enemies/1/items/3
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch23/enemies/1/items/4
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,5,玲珑心,item_octarine_core,levels/ch23/enemies/1/items/5
ch23,23,1,全能骑士,npc_dota_hero_omniknight,27,hero,6,邪恶镰刀,item_sheepstick,levels/ch23/enemies/1/items/6
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,1,迅疾闪光,item_swift_blink,levels/ch23/enemies/2/items/1
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,2,散魂剑,item_disperser,levels/ch23/enemies/2/items/2
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,3,幻影斧,item_manta,levels/ch23/enemies/2/items/3
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,4,黑皇杖,item_black_king_bar,levels/ch23/enemies/2/items/4
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,5,深渊之刃,item_abyssal_blade,levels/ch23/enemies/2/items/5
ch23,23,2,力丸,npc_dota_hero_riki,27,hero,6,蝴蝶,item_butterfly,levels/ch23/enemies/2/items/6
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,1,迅疾闪光,item_swift_blink,levels/ch23/enemies/3/items/1
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,2,雷神之锤,item_mjollnir,levels/ch23/enemies/3/items/2
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,3,幻影斧,item_manta,levels/ch23/enemies/3/items/3
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,4,深渊之刃,item_abyssal_blade,levels/ch23/enemies/3/items/4
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,5,蝴蝶,item_butterfly,levels/ch23/enemies/3/items/5
ch23,23,3,主宰,npc_dota_hero_juggernaut,27,hero,6,撒旦之邪力,item_satanic,levels/ch23/enemies/3/items/6
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,1,盛势闪光,item_overwhelming_blink,levels/ch23/enemies/4/items/1
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,2,鱼叉,item_harpoon,levels/ch23/enemies/4/items/2
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,3,黑皇杖,item_black_king_bar,levels/ch23/enemies/4/items/3
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,4,代达罗斯之殇,item_greater_crit,levels/ch23/enemies/4/items/4
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,5,撒旦之邪力,item_satanic,levels/ch23/enemies/4/items/5
ch23,23,4,斯温,npc_dota_hero_sven,27,hero,6,强袭胸甲,item_assault,levels/ch23/enemies/4/items/6
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,1,宽容之靴,item_boots_of_bearing,levels/ch23/enemies/5/items/1
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,2,玲珑心,item_octarine_core,levels/ch23/enemies/5/items/2
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,3,阿哈利姆神杖,item_ultimate_scepter,levels/ch23/enemies/5/items/3
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,4,秘奥闪光,item_arcane_blink,levels/ch23/enemies/5/items/4
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,5,黑皇杖,item_black_king_bar,levels/ch23/enemies/5/items/5
ch23,23,5,祸乱之源,npc_dota_hero_bane,27,hero,6,微光披风,item_glimmer_cape,levels/ch23/enemies/5/items/6
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,1,宽容之靴,item_boots_of_bearing,levels/ch23/enemies/6/items/1
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,2,风之杖,item_wind_waker,levels/ch23/enemies/6/items/2
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,3,微光披风,item_glimmer_cape,levels/ch23/enemies/6/items/3
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch23/enemies/6/items/4
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,5,刷新球,item_refresher,levels/ch23/enemies/6/items/5
ch23,23,6,沉默术士,npc_dota_hero_silencer,27,hero,6,永恒之盘,item_aeon_disk,levels/ch23/enemies/6/items/6
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,1,宽容之靴,item_boots_of_bearing,levels/ch24/enemies/1/items/1
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,2,秘奥闪光,item_arcane_blink,levels/ch24/enemies/1/items/2
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,3,微光披风,item_glimmer_cape,levels/ch24/enemies/1/items/3
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,4,黑皇杖,item_black_king_bar,levels/ch24/enemies/1/items/4
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,5,玲珑心,item_octarine_core,levels/ch24/enemies/1/items/5
ch24,24,1,不朽尸王,npc_dota_hero_undying,28,hero,6,阿哈利姆神杖,item_ultimate_scepter,levels/ch24/enemies/1/items/6
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,1,秘奥闪光,item_arcane_blink,levels/ch24/enemies/2/items/1
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,2,慧夜对剑,item_yasha_and_kaya,levels/ch24/enemies/2/items/2
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,3,阿哈利姆神杖,item_ultimate_scepter,levels/ch24/enemies/2/items/3
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,4,黑皇杖,item_black_king_bar,levels/ch24/enemies/2/items/4
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,5,邪恶镰刀,item_sheepstick,levels/ch24/enemies/2/items/5
ch24,24,2,莉娜,npc_dota_hero_lina,28,hero,6,希瓦的守护,item_shivas_guard,levels/ch24/enemies/2/items/6
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,1,迅疾闪光,item_swift_blink,levels/ch24/enemies/3/items/1
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,2,散夜对剑,item_sange_and_yasha,levels/ch24/enemies/3/items/2
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,3,黑皇杖,item_black_king_bar,levels/ch24/enemies/3/items/3
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,4,撒旦之邪力,item_satanic,levels/ch24/enemies/3/items/4
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,5,蝴蝶,item_butterfly,levels/ch24/enemies/3/items/5
ch24,24,3,剃刀,npc_dota_hero_razor,28,hero,6,希瓦的守护,item_shivas_guard,levels/ch24/enemies/3/items/6
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,1,迅疾闪光,item_swift_blink,levels/ch24/enemies/4/items/1
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,2,飓风长戟,item_hurricane_pike,levels/ch24/enemies/4/items/2
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,3,幻影斧,item_manta,levels/ch24/enemies/4/items/3
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,4,黑皇杖,item_black_king_bar,levels/ch24/enemies/4/items/4
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,5,斯嘉蒂之眼,item_skadi,levels/ch24/enemies/4/items/5
ch24,24,4,冥界亚龙,npc_dota_hero_viper,28,hero,6,蝴蝶,item_butterfly,levels/ch24/enemies/4/items/6
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,1,宽容之靴,item_boots_of_bearing,levels/ch24/enemies/5/items/1
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,2,秘奥闪光,item_arcane_blink,levels/ch24/enemies/5/items/2
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,3,风之杖,item_wind_waker,levels/ch24/enemies/5/items/3
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,4,清莲宝珠,item_lotus_orb,levels/ch24/enemies/5/items/4
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch24/enemies/5/items/5
ch24,24,5,树精卫士,npc_dota_hero_treant,28,hero,6,刷新球,item_refresher,levels/ch24/enemies/5/items/6
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,1,宽容之靴,item_boots_of_bearing,levels/ch24/enemies/6/items/1
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,2,飓风长戟,item_hurricane_pike,levels/ch24/enemies/6/items/2
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,3,风之杖,item_wind_waker,levels/ch24/enemies/6/items/3
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,4,清莲宝珠,item_lotus_orb,levels/ch24/enemies/6/items/4
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch24/enemies/6/items/5
ch24,24,6,魅惑魔女,npc_dota_hero_enchantress,28,hero,6,黑皇杖,item_black_king_bar,levels/ch24/enemies/6/items/6
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,1,强袭胸甲,item_assault,levels/ch25/enemies/1/items/1
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,2,盛势闪光,item_overwhelming_blink,levels/ch25/enemies/1/items/2
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,3,刃甲,item_blade_mail,levels/ch25/enemies/1/items/3
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,4,黑皇杖,item_black_king_bar,levels/ch25/enemies/1/items/4
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,5,恐鳌之心,item_heart,levels/ch25/enemies/1/items/5
ch25,25,1,斧王,npc_dota_hero_axe,28,elite,6,希瓦的守护,item_shivas_guard,levels/ch25/enemies/1/items/6
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,1,迅疾闪光,item_swift_blink,levels/ch25/enemies/2/items/1
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,2,幻影斧,item_manta,levels/ch25/enemies/2/items/2
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,3,黑皇杖,item_black_king_bar,levels/ch25/enemies/2/items/3
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,4,蝴蝶,item_butterfly,levels/ch25/enemies/2/items/4
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,5,撒旦之邪力,item_satanic,levels/ch25/enemies/2/items/5
ch25,25,2,露娜,npc_dota_hero_luna,28,hero,6,代达罗斯之殇,item_greater_crit,levels/ch25/enemies/2/items/6
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,1,迅疾闪光,item_swift_blink,levels/ch25/enemies/3/items/1
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,2,阿哈利姆神杖,item_ultimate_scepter,levels/ch25/enemies/3/items/2
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,3,雷神之锤,item_mjollnir,levels/ch25/enemies/3/items/3
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,4,黑皇杖,item_black_king_bar,levels/ch25/enemies/3/items/4
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,5,代达罗斯之殇,item_greater_crit,levels/ch25/enemies/3/items/5
ch25,25,3,矮人直升机,npc_dota_hero_gyrocopter,28,hero,6,撒旦之邪力,item_satanic,levels/ch25/enemies/3/items/6
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,1,迅疾闪光,item_swift_blink,levels/ch25/enemies/4/items/1
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,2,雷神之锤,item_mjollnir,levels/ch25/enemies/4/items/2
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,3,深渊之刃,item_abyssal_blade,levels/ch25/enemies/4/items/3
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,4,黑皇杖,item_black_king_bar,levels/ch25/enemies/4/items/4
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,5,蝴蝶,item_butterfly,levels/ch25/enemies/4/items/5
ch25,25,4,血魔,npc_dota_hero_bloodseeker,28,hero,6,撒旦之邪力,item_satanic,levels/ch25/enemies/4/items/6
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,1,宽容之靴,item_boots_of_bearing,levels/ch25/enemies/5/items/1
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,2,微光披风,item_glimmer_cape,levels/ch25/enemies/5/items/2
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,3,玲珑心,item_octarine_core,levels/ch25/enemies/5/items/3
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,4,风之杖,item_wind_waker,levels/ch25/enemies/5/items/4
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch25/enemies/5/items/5
ch25,25,5,食人魔魔法师,npc_dota_hero_ogre_magi,28,hero,6,邪恶镰刀,item_sheepstick,levels/ch25/enemies/5/items/6
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,1,盛势闪光,item_overwhelming_blink,levels/ch25/enemies/6/items/1
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,2,强袭胸甲,item_assault,levels/ch25/enemies/6/items/2
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,3,黑皇杖,item_black_king_bar,levels/ch25/enemies/6/items/3
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,4,撒旦之邪力,item_satanic,levels/ch25/enemies/6/items/4
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,5,代达罗斯之殇,item_greater_crit,levels/ch25/enemies/6/items/5
ch25,25,6,龙骑士,npc_dota_hero_dragon_knight,28,hero,6,恐鳌之心,item_heart,levels/ch25/enemies/6/items/6
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,1,宽容之靴,item_boots_of_bearing,levels/ch25/enemies/7/items/1
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,2,风之杖,item_wind_waker,levels/ch25/enemies/7/items/2
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,3,秘奥闪光,item_arcane_blink,levels/ch25/enemies/7/items/3
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,4,微光披风,item_glimmer_cape,levels/ch25/enemies/7/items/4
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch25/enemies/7/items/5
ch25,25,7,邪影芳灵,npc_dota_hero_dark_willow,28,hero,6,永恒之盘,item_aeon_disk,levels/ch25/enemies/7/items/6
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,1,盛势闪光,item_overwhelming_blink,levels/ch27/enemies/1/items/1
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,2,天堂之戟,item_heavens_halberd,levels/ch27/enemies/1/items/2
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/1/items/3
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,4,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/1/items/4
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,5,撒旦之邪力,item_satanic,levels/ch27/enemies/1/items/5
ch27,27,1,哈斯卡,npc_dota_hero_huskar,29,hero,6,强袭胸甲,item_assault,levels/ch27/enemies/1/items/6
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,1,迅疾闪光,item_swift_blink,levels/ch27/enemies/2/items/1
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,2,散魂剑,item_disperser,levels/ch27/enemies/2/items/2
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,3,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/2/items/3
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,4,黑皇杖,item_black_king_bar,levels/ch27/enemies/2/items/4
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,5,斯嘉蒂之眼,item_skadi,levels/ch27/enemies/2/items/5
ch27,27,2,斯拉克,npc_dota_hero_slark,29,hero,6,蝴蝶,item_butterfly,levels/ch27/enemies/2/items/6
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,1,迅疾闪光,item_swift_blink,levels/ch27/enemies/3/items/1
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,2,散夜对剑,item_sange_and_yasha,levels/ch27/enemies/3/items/2
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/3/items/3
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,4,撒旦之邪力,item_satanic,levels/ch27/enemies/3/items/4
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,5,深渊之刃,item_abyssal_blade,levels/ch27/enemies/3/items/5
ch27,27,3,巨魔战将,npc_dota_hero_troll_warlord,29,hero,6,蝴蝶,item_butterfly,levels/ch27/enemies/3/items/6
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,1,迅疾闪光,item_swift_blink,levels/ch27/enemies/4/items/1
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,2,深渊之刃,item_abyssal_blade,levels/ch27/enemies/4/items/2
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,3,黑皇杖,item_black_king_bar,levels/ch27/enemies/4/items/3
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,4,撒旦之邪力,item_satanic,levels/ch27/enemies/4/items/4
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,5,蝴蝶,item_butterfly,levels/ch27/enemies/4/items/5
ch27,27,4,熊战士,npc_dota_hero_ursa,29,hero,6,否决坠饰,item_nullifier,levels/ch27/enemies/4/items/6
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,1,宽容之靴,item_boots_of_bearing,levels/ch27/enemies/5/items/1
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,2,微光披风,item_glimmer_cape,levels/ch27/enemies/5/items/2
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,3,秘奥闪光,item_arcane_blink,levels/ch27/enemies/5/items/3
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,4,黑皇杖,item_black_king_bar,levels/ch27/enemies/5/items/4
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,5,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/5/items/5
ch27,27,5,水晶室女,npc_dota_hero_crystal_maiden,29,hero,6,邪恶镰刀,item_sheepstick,levels/ch27/enemies/5/items/6
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,1,强袭胸甲,item_assault,levels/ch27/enemies/6/items/1
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,2,盛势闪光,item_overwhelming_blink,levels/ch27/enemies/6/items/2
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,3,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/6/items/3
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,4,黑皇杖,item_black_king_bar,levels/ch27/enemies/6/items/4
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,5,希瓦的守护,item_shivas_guard,levels/ch27/enemies/6/items/5
ch27,27,6,沙王,npc_dota_hero_sand_king,29,hero,6,玲珑心,item_octarine_core,levels/ch27/enemies/6/items/6
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,1,宽容之靴,item_boots_of_bearing,levels/ch27/enemies/7/items/1
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,2,微光披风,item_glimmer_cape,levels/ch27/enemies/7/items/2
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,3,阿哈利姆神杖,item_ultimate_scepter,levels/ch27/enemies/7/items/3
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,4,黑皇杖,item_black_king_bar,levels/ch27/enemies/7/items/4
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,5,玲珑心,item_octarine_core,levels/ch27/enemies/7/items/5
ch27,27,7,巫医,npc_dota_hero_witch_doctor,29,hero,6,邪恶镰刀,item_sheepstick,levels/ch27/enemies/7/items/6
